ano,cidade,foto_url,km,link,loja,preco,titulo
2011,Itu,https://www.comprecar.com.br/storage/vehicles/thumb/bda05cce-5f8e-48a3-8518-8d1fcc159b73.webp,KM 172.200,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/itu/xsara-16-i-picasso-glx-16v-2285019,ALEXANDRE,"R$24.250,00",CITROEN XSARA 1.6 I Picasso GLX 16V 4 portas 2011 ALEXANDRE Itu
2026,Americana,https://www.comprecar.com.br/storage/vehicles/thumb/0ffb2e4b-86f2-4b6f-bd29-1502769517b6.webp,,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/americana/commander-13-t270-turbo-longitude-2299096,RICARDO,"R$199.990,00",JEEP COMMANDER 1.3 T270 Turbo Longitude 4 portas 2026 RICARDO Americana
2020,Votorantim,https://www.comprecar.com.br/storage/vehicles/thumb/20fc8b54-5e69-49a3-a92d-38a4c90f71e9.webp,KM 81.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/votorantim/onix-10-turbo-2294190,Platinum Veiculos,"R$75.900,00",CHEVROLET ONIX 1.0 Turbo 4 portas 2020 Platinum Veiculos Votorantim
2024,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/7489ef5c-6d74-492c-9711-2e05cebf1573.webp,KM 25.523,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/strada-13-firefly-endurance-cs-2295760,Mega Veículos,"R$99.890,00",Fiat STRADA 1.3 Firefly Endurance CS 4 portas 2024 Mega Veículos Sorocaba
2014,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/c6373117-ca55-4ad2-b9fd-1e7313675d7c.webp,KM 142.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/308-16-active-16v-2294658,Dias Multimarcas,"R$41.900,00",PEUGEOT 308 1.6 Active 16V 4 portas 2014 Dias Multimarcas Sorocaba
2015,Votorantim,https://www.comprecar.com.br/storage/vehicles/thumb/372ab8ef-51c8-49e4-a0c9-063dd998c31a.webp,KM 119.299,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/votorantim/fit-15-exl-16v-2295755,Auto Nexus,"R$72.900,00",Honda FIT 1.5 EXL 16V 4 portas 2015 Auto Nexus Votorantim
2009,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/d8b881fd-6c2d-445a-97a8-710df777ca24.webp,KM 120.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/crossfox-16-mi-8v-2294338,Dias Multimarcas,"R$38.900,00",Volkswagen CROSSFOX 1.6 MI 8V 4 portas 2009 Dias Multimarcas Sorocaba
2019,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/38e6b672-f989-4e49-b550-20bc9d0e62f7.webp,KM 87.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/polo-16-msi-2294340,Dias Multimarcas,"R$67.900,00",Volkswagen POLO 1.6 MSI 4 portas 2019 Dias Multimarcas Sorocaba
2025,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/63f53eeb-f2a2-4fa0-a586-6536c9ee2067.webp,KM 41.244,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/virtus-10-170-tsi-4p-flex-automatico-2290550,GC Veículos Sorocaba,"R$105.990,00",Volkswagen VIRTUS 1.0 170 TSI 4P FLEX AUTOMÁTICO 4 portas 2025 GC Veículos Sorocaba Sorocaba
2021,Sul,https://www.comprecar.com.br/storage/vehicles/thumb/fb423621-ffc7-4c23-99db-6ff5457ee028.webp,KM 48.836,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sao-caetano-do-sul/tracker-12-turbo-premier-2279803,Toyota Tsusho São Caetano do Sul São Caetano do,"R$102.980,00",CHEVROLET TRACKER 1.2 Turbo Premier 4 portas 2021 Toyota Tsusho São Caetano do Sul São Caetano do Sul
2024,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/46286038-3a9a-4a63-b61c-c0a50f027c43.webp,KM 85.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/mobi-10-evo-flex-like-manual-2289559,Automec Chevrolet,"R$57.900,00",Fiat MOBI 1.0 EVO FLEX LIKE. MANUAL 4 portas 2024 Automec Chevrolet Sorocaba
2011,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/3ce79f42-4f29-4a3c-9ba9-061b696cc43d.webp,KM 136.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/c4-16-glx-16v-2295551,Dias Multimarcas,"R$34.900,00",CITROEN C4 1.6 GLX 16V 4 portas 2011 Dias Multimarcas Sorocaba
2018,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/b8217817-09df-4ffa-a9ef-41cefd08bda7.webp,KM 100.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/renegade-18-16v-2294828,Dias Multimarcas,"R$73.900,00",JEEP RENEGADE 1.8 16V 4 portas 2018 Dias Multimarcas Sorocaba
2017,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/6d16dd08-6fa7-4afa-87e0-d206a3c89143.webp,KM 89.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/q3-14-tfsi-ambiente-s-tronic-2295250,Dias Multimarcas,"R$99.900,00",Audi Q3 1.4 TFSI Ambiente S Tronic 4 portas 2017 Dias Multimarcas Sorocaba
2011,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/23a198da-d2ac-4b42-beb1-fab59009841a.webp,KM 190.800,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/palio-14-mpi-attractive-weekend-16v-2294834,Dias Multimarcas,"R$37.900,00",Fiat PALIO 1.4 MPI Attractive Weekend 16V 4 portas 2011 Dias Multimarcas Sorocaba
2008,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/11084003-da9c-48f9-af22-9ecb2310f00a.webp,KM 143.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/prisma-10-mpfi-joy-8v-2295715,Holiver Veículos,"R$33.000,00",CHEVROLET PRISMA 1.0 MPFI JOY 8V 4 portas 2008 Holiver Veículos Sorocaba
2009,Votorantim,https://www.comprecar.com.br/storage/vehicles/thumb/f845c37c-0a9c-47c6-b270-2824e0e90d8d.webp,KM 166.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/votorantim/siena-10-mpi-fire-celebration-8v-2293942,Platinum Veiculos,"R$27.900,00",Fiat SIENA 1.0 MPI Fire Celebration 8V 4 portas 2009 Platinum Veiculos Votorantim
2018,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/d454a8e4-9ef9-4fad-9724-0a16cd931f5d.webp,KM 146.728,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/city-15-ex-16v-flex-4p-automatico-2259038,Espanha Multimarcas 01,"R$79.900,00",Honda City 1.5 Ex 16V Flex 4P Automático 4 portas 2018 Espanha Multimarcas 01 Sorocaba
2020,Indaiatuba,https://www.comprecar.com.br/storage/vehicles/thumb/cfcf7a02-d1f1-4746-82d3-e7681fe3154b.webp,KM 50.175,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/indaiatuba/t-cross-10-200-tsi-total-automatico-2240328,Renova Automoveis,"R$89.900,00",Volkswagen T-CROSS - 1.0 200 TSI TOTAL AUTOMÁTICO 4 portas 2020 Renova Automoveis Indaiatuba
2024,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/a50b2e6a-d2c2-4ffc-89fa-4b0cbee91b54.webp,KM 14.429,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/virtus-10-200-tsi-comfortline-automatico-2297760,Expoente Toyota,"R$110.990,00",Volkswagen VIRTUS 1.0 200 TSI COMFORTLINE AUTOMÁTICO 4 portas 2024 Expoente Toyota Jundiaí
2019,Votorantim,https://www.comprecar.com.br/storage/vehicles/thumb/8f1c8113-18c0-4eca-9aa0-3c587c97ac22.webp,KM 120.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/votorantim/polo-16-msi-2293174,Platinum Veiculos,"R$67.900,00",Volkswagen POLO 1.6 MSI 4 portas 2019 Platinum Veiculos Votorantim
2009,Votorantim,https://www.comprecar.com.br/storage/vehicles/thumb/c92a15d8-e9ad-4adb-801e-2740112a644d.webp,KM 150.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/votorantim/spacefox-16-mi-sportline-8v-2293265,Platinum Veiculos,"R$34.900,00",Volkswagen SPACEFOX 1.6 MI Sportline 8V 4 portas 2009 Platinum Veiculos Votorantim
2014,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/2ef66b37-3fb8-437c-921c-0a64ec1c1c0e.webp,KM 98.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/cruze-18-ltz-sport6-16v-2295442,Ravena Veículos,"R$71.900,00",CHEVROLET CRUZE 1.8 LTZ Sport6 16V 4 portas 2014 Ravena Veículos Jundiaí
2012,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/2559641b-46a9-48f8-bd78-c812853c4db7.webp,KM 158.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/sandero-16-stepway-16v-2295423,Ressio Multimarcas,"R$39.900,00",Renault SANDERO 1.6 Stepway 16V 4 portas 2012 Ressio Multimarcas Sorocaba
2014,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/51e80e20-ac6e-47b5-8597-e61b81e2e7f9.webp,KM 42.900,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/sandero-16-16v-sce-stepway-2295352,Megga Motors,"R$42.900,00",Renault SANDERO 1.6 16V SCE Stepway 4 portas 2014 Megga Motors Sorocaba
2017,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/a5a0ea0c-b0ab-413f-9650-b70a3e092a92.webp,KM 83.240,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/onix-14-mpfi-lt-8v-2295368,Inter Auto Multimarcas,"R$56.900,00",CHEVROLET ONIX 1.4 MPFI LT 8V 4 portas 2017 Inter Auto Multimarcas Jundiaí
2017,Paulista,https://www.comprecar.com.br/storage/vehicles/thumb/34f0251a-3f42-4f96-a47b-2163ad38496c.webp,KM 115.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/varzea-paulista/q3-14-tfsi-ambiente-flex-4p-s-tronic-2290625,Lucena Veiculos 02 Várzea,"R$99.900,00",Audi Q3 1.4 Tfsi Ambiente Flex 4P S Tronic 4 portas 2017 Lucena Veiculos 02 Várzea Paulista
2017,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/019ef27f-46e7-4f56-b6d9-b1ddf2b210ac.webp,KM 90.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/creta-20-16v-pulse-2280786,Dias Multimarcas,"R$87.900,00",Hyundai CRETA 2.0 16V Pulse 4 portas 2017 Dias Multimarcas Sorocaba
2025,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/08f8ec43-3f9a-4574-a1ba-151f0c73172d.webp,KM 21.020,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/saveiro-16-msi-trendline-cs-16v-flex-2p-manual-2296592,Localiza Santa Rosália,"R$103.690,00",Volkswagen SAVEIRO 1.6 MSI TRENDLINE CS 16V FLEX 2P MANUAL 2 portas 2025 Localiza Santa Rosália Sorocaba
2017,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/a380056c-fa53-4db2-981d-915d9eb4a32d.webp,KM 101.400,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/320ia-320i-20-gp-sport-2295322,EWF Multimarcas,"R$133.900,00",BMW 320iA 320i 2.0 GP SPORT 4 portas 2017 EWF Multimarcas Sorocaba
2013,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/e3c8c402-0aa3-4206-a8bc-09c64cf8e142.webp,KM 116.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/fox-16-mi-8v-2295358,M Fernandes Automarcas,"R$39.900,00",Volkswagen FOX 1.6 MI 8V 4 portas 2013 M Fernandes Automarcas Sorocaba
2014,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/ee79906d-6499-4e4a-8c47-131663c2fe6f.webp,KM 155.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/prisma-14-lt-spe4-8v-2295340,M Fernandes Automarcas,"R$45.900,00",CHEVROLET PRISMA 1.4 LT Spe/4 8V 4 portas 2014 M Fernandes Automarcas Sorocaba
2012,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/f8d46077-a31d-44b9-8e91-011da5e44037.webp,KM 111.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/ix35-20-16v-170cv-2wd4wd-aut-2295304,GGVA Veiculos,"R$67.900,00",Hyundai ix35 2.0 16V 170cv 2WD/4WD Aut. 5 portas 2012 GGVA Veiculos Sorocaba
2008,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/1581911e-2652-44cc-99a4-59513d688fdd.webp,KM 150.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/c3-16-i-xtr-16v-2295324,M Fernandes Automarcas,"R$20.900,00",CITROEN C3 1.6 I XTR 16V 4 portas 2008 M Fernandes Automarcas Sorocaba
2022,Campinas,https://www.comprecar.com.br/storage/vehicles/thumb/e944e4c7-33cc-483e-bc5b-ac11b948cbaf.webp,KM 56.148,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/campinas/onix-lt-turbo-2295268,Junior Veículos Campinas,"R$69.990,00",CHEVROLET ONIX LT TURBO 4 portas 2022 Junior Veículos Campinas Campinas
2010,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/67bef080-6e61-4e3a-aa26-67386d9f2d45.webp,KM N/D,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/corolla-18-gli-16v-2294336,Mega Veículos,"R$60.000,00",Toyota COROLLA 1.8 GLI 16V 4 portas 2010 Mega Veículos Sorocaba
2019,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/aba7b8a1-3db9-405a-b494-373ad65428e3.webp,KM 69.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/captur-16-16v-sce-life-2257319,Vimar Veiculos,"R$73.900,00",Renault CAPTUR 1.6 16V SCE Life 4 portas 2019 Vimar Veiculos Sorocaba
2025,Campinas,https://www.comprecar.com.br/storage/vehicles/thumb/c71e15e2-f561-4a13-9706-cd11c19c2547.webp,KM 28.547,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/campinas/c3-aircross-10-turbo-200-flex-feel-pack-cvt-2297124,Localiza Amoreiras,"R$109.190,00",CITROEN C3 AIRCROSS 1.0 TURBO 200 FLEX FEEL PACK CVT 4 portas 2025 Localiza Amoreiras Campinas
2022,Votorantim,https://www.comprecar.com.br/storage/vehicles/thumb/88eb55d4-1d4d-4ce4-988f-842ec31c111a.webp,KM 27.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/votorantim/pulse-10-turbo-200-2293273,Platinum Veiculos,"R$105.900,00",Fiat PULSE 1.0 Turbo 200 4 portas 2022 Platinum Veiculos Votorantim
2013,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/49fbe272-52e8-4c31-b85a-9c67a210999b.webp,KM N/D,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/onix-14-mpfi-ltz-8v-2295095,Coutinho Veículos,"R$48.600,00",CHEVROLET ONIX 1.4 MPFI LTZ 8V 4 portas 2013 Coutinho Veículos Sorocaba
2018,Salto,https://www.comprecar.com.br/storage/vehicles/thumb/37e921ae-5649-4704-9905-cb13ea4dc361.webp,KM 111.762,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/salto/civic-15-16v-turbo-touring-2295063,Martins Veículos,"R$126.890,00",Honda CIVIC 1.5 16V Turbo Touring 4 portas 2018 Martins Veículos Salto
2021,Salto,https://www.comprecar.com.br/storage/vehicles/thumb/86cc020c-147e-4713-aba6-2a2c1089c8d3.webp,KM 68.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/salto/toro-20-16v-turbo-ultra-4wd-2294389,Martins Veículos,"R$129.890,00",Fiat TORO 2.0 16V Turbo Ultra 4WD 4 portas 2021 Martins Veículos Salto
2017,Salto,https://www.comprecar.com.br/storage/vehicles/thumb/5b1987e9-4e12-4c7f-90e7-3155f331e503.webp,KM 96.756,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/salto/toro-18-16v-evo-freedom-2294409,Martins Veículos,"R$86.890,00",Fiat TORO 1.8 16V EVO Freedom 4 portas 2017 Martins Veículos Salto
1998,Serra,https://www.comprecar.com.br/storage/vehicles/thumb/13469dca-694e-47f5-a8d0-a82648e31e01.webp,KM 130.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/aracoiaba-da-serra/ranger-25-canadense-2295007,Brandão Veículos Araçoiaba da,"R$26.900,00",CHEVROLET Ranger 2.5 canadense 2 portas 1998 Brandão Veículos Araçoiaba da Serra
2023,Feliz,https://www.comprecar.com.br/storage/vehicles/thumb/b16a8fc1-4df4-4242-8ddd-fee5a5beae61.webp,KM 51.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/porto-feliz/fastback-13-turbo-270-limited-edition-2297423,Abel Porto,"R$108.000,00",Fiat FASTBACK 1.3 Turbo 270 Limited Edition 4 portas 2023 Abel Porto Feliz
2022,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/b61a46fb-279f-4ac4-99fc-e20d8e797727.webp,KM 52.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/argo-10-firefly-flex-drive-manual-2297852,Malentachi Veículos,"R$58.900,00",Fiat ARGO 1.0 FIREFLY FLEX DRIVE MANUAL 4 portas 2022 Malentachi Veículos Sorocaba
2014,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/2f2d2ddd-0941-4f4c-9232-1078d52efc4e.webp,KM 140.549,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/ix35-20-mpi-4x2-16v-flex-4p-automatico-2286197,Espanha Multimarcas 01,"R$77.900,00",Hyundai Ix35 2.0 Mpi 4X2 16V Flex 4P Automático 4 portas 2014 Espanha Multimarcas 01 Sorocaba
1992,Serra,https://www.comprecar.com.br/storage/vehicles/thumb/e453956a-9901-4ace-8131-4784acdce6fa.webp,KM 160.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/aracoiaba-da-serra/gol-cl-16cht-2295006,Brandão Veículos Araçoiaba da,"R$33.900,00",Volkswagen GOL CL 1.6/CHT 2 portas 1992 Brandão Veículos Araçoiaba da Serra
2012,Serra,https://www.comprecar.com.br/storage/vehicles/thumb/4da49c20-75ef-41be-9f61-78cee01f42c5.webp,KM 182.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/aracoiaba-da-serra/prisma-lt-14-2295000,Brandão Veículos Araçoiaba da,"R$32.900,00",CHEVROLET Prisma LT 1.4 4 portas 2012 Brandão Veículos Araçoiaba da Serra
2011,Feliz,https://www.comprecar.com.br/storage/vehicles/thumb/be11a9e3-dabc-47bf-af2d-218f11eb6f7e.webp,KM 110.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/porto-feliz/x1-20-16v-sdrive18i-2294802,Alfha Veículos Multimarcas Porto,"R$63.900,00",BMW X1 2.0 16V Sdrive18i 4 portas 2011 Alfha Veículos Multimarcas Porto Feliz
2024,Piedade,https://www.comprecar.com.br/storage/vehicles/thumb/8d074a64-132b-4898-a770-1589bff8683e.webp,KM 21.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/piedade/polo-10-170-tsi-2294726,Vicam Automóveis,"R$84.900,00",Volkswagen POLO 1.0 170 TSI 4 portas 2024 Vicam Automóveis Piedade
2023,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/2788985e-8442-4a2a-aace-ef9638ebc939.webp,KM 74.042,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/city-15-i-vtec-touring-2294719,Thijuca Veículos Zona Oeste,"R$111.990,00",Honda CITY 1.5 I-vtec Touring 4 portas 2023 Thijuca Veículos Zona Oeste Sorocaba
2020,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/669dcede-2b33-4e54-9cb9-19873537f21c.webp,KM 78.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/versa-sedan-16-16v-4p-flex-sv-2294701,Megga Motors,"R$65.900,00",NISSAN Versa Sedan 1.6 16V 4P FLEX SV 4 portas 2020 Megga Motors Sorocaba
2021,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/d841d5a1-ef53-4fea-a2e3-360ed87ab56c.webp,KM 69.471,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/t-cross-10-200-tsi-total-flex-manual-2297017,ZN Multimarcas,"R$96.990,00",Volkswagen T-CROSS 1.0 200 TSI TOTAL FLEX MANUAL 4 portas 2021 ZN Multimarcas Sorocaba
2024,Campinas,https://www.comprecar.com.br/storage/vehicles/thumb/0bf8eded-0ec5-4eeb-89f4-79df7551b2cc.webp,KM 50.150,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/campinas/cronos-13-firefly-flex-precision-cvt-2287327,Localiza Itapura,"R$91.190,00",Fiat CRONOS 1.3 FIREFLY FLEX PRECISION CVT 4 portas 2024 Localiza Itapura Campinas
2024,Campinas,https://www.comprecar.com.br/storage/vehicles/thumb/32e9fc3e-f0e8-4d8e-9cf3-87f52dfb98c0.webp,KM 23.751,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/campinas/virtus-10-200-tsi-comfortline-automatico-2290871,Localiza Itapura,"R$117.990,00",Volkswagen VIRTUS 1.0 200 TSI COMFORTLINE AUTOMÁTICO 4 portas 2024 Localiza Itapura Campinas
2022,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/4d6c7f96-01bf-4058-ab9e-882d36acd2bc.webp,KM 74.042,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/city-15-i-vtec-touring-2294700,Thijuca Veículos,"R$111.990,00",Honda CITY 1.5 I-vtec Touring 4 portas 2022 Thijuca Veículos Sorocaba
2011,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/8ad75fae-2026-4eb2-a7e3-91a750e462c0.webp,KM 148.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/astra-20-mpfi-advantage-8v-2294686,Megga Motors,"R$42.900,00",CHEVROLET ASTRA 2.0 MPFI Advantage 8V 4 portas 2011 Megga Motors Sorocaba
2024,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/8f62363e-ecd9-4e7b-8bd4-9d596caf57ec.webp,KM 32.188,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/logan-10-12v-sce-zen-2294663,Thijuca Veículos,"R$68.990,00",Renault LOGAN 1.0 12V SCE ZEN 4 portas 2024 Thijuca Veículos Sorocaba
2024,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/d21b41d9-36b8-4ae7-a0a4-d39031e15d92.webp,KM 32.188,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/logan-10-12v-sce-zen-2294656,Thijuca Veículos Zona Oeste,"R$68.990,00",Renault LOGAN 1.0 12V SCE ZEN 4 portas 2024 Thijuca Veículos Zona Oeste Sorocaba
1990,Valinhos,https://www.comprecar.com.br/storage/vehicles/thumb/785f8d9d-4a07-4f96-a6a4-8fd02af5a382.webp,KM 65.796,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/valinhos/d20-custon-2294653,Nallin Veículos,"R$66.990,00",CHEVROLET d20 custon 2 portas 1990 Nallin Veículos Valinhos
2024,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/11665222-f149-41ad-afd4-f0910051d04a.webp,KM 17.400,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/kwid-10-12v-sce-outsider-2292798,Kainni Veículos,"R$64.900,00",Renault KWID 1.0 12V SCE Outsider 4 portas 2024 Kainni Veículos Jundiaí
2018,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/1bcc594d-2777-44a1-8773-887a4d07f4a5.webp,KM 179.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/kangoo-16-express-16v-flex-3p-manual-2297205,Malentachi Veículos,"R$57.900,00",Renault KANGOO 1.6 EXPRESS 16V FLEX 3P MANUAL 3 portas 2018 Malentachi Veículos Sorocaba
2009,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/abca214f-3fb5-4ecd-a293-46f4153e810b.webp,KM 160.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/polo-16-mi-8v-e-2298157,Vimar Veiculos,"R$30.900,00",Volkswagen POLO 1.6 MI 8V E 4 portas 2009 Vimar Veiculos Sorocaba
2023,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/87315ff2-7a7b-4ce7-83de-680dd24a3a5c.webp,KM 59.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/e-js1-ext-2298169,Vimar Veiculos,"R$75.900,00",JAC E-JS1 Ext 4 portas 2023 Vimar Veiculos Sorocaba
2025,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/5cfb7f22-9540-4f14-bcad-da1b49cd6665.webp,KM 12.500,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/virtus-14-250-tsi-exclusive-2293337,Kainni Veículos,"R$139.900,00",Volkswagen VIRTUS 1.4 250 TSI Exclusive 4 portas 2025 Kainni Veículos Jundiaí
2024,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/bdac41c0-34f5-4fde-bcc7-224a5e68437d.webp,KM 23.700,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/kicks-16-16vstart-active-2294196,Kainni Veículos,"R$105.900,00",NISSAN KICKS 1.6 16vstart Active 4 portas 2024 Kainni Veículos Jundiaí
2023,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/66a5603c-3627-4968-9e33-6db4853bd2fc.webp,KM 25.600,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/commander-overland-t270-13-tb-flex-aut-2293086,D Black Motors,"R$189.900,00",JEEP Commander Overland T270 1.3 TB Flex Aut. 4 portas 2023 D Black Motors Jundiaí
2019,Piedade,https://www.comprecar.com.br/storage/vehicles/thumb/624f8b59-c7f5-4add-ac6c-c440fe2665fc.webp,KM 75.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/piedade/renegade-18-16v-2294612,Vicam Automóveis,"R$75.900,00",JEEP RENEGADE 1.8 16V 4 portas 2019 Vicam Automóveis Piedade
2018,Boituva,https://www.comprecar.com.br/storage/vehicles/thumb/01413045-3a0a-45ce-84bf-4b8466a53cb3.webp,KM 78.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/boituva/fox-16-4p-comfortline-flex-2294574,VSG Motors,"R$54.900,00",Volkswagen Fox 1.6 4P COMFORTLINE FLEX 4 portas 2018 VSG Motors Boituva
